1.982,0.055219,1.82,2.15
1.958,0.036444,1.82,1.99
1.954,0.042339,1.82,1.99
1.911,0.044749,1.82,1.99
1.894,0.040217,1.82,1.99
2.157,0.096862,1.99,2.26
2.209,0.043167,2.12,2.26
2.14,0.038624,2.09,2.21
2.121,0.037301,2.06,2.18
2.114,0.04571,1.97,2.17
2.088,0.080009,1.93,2.199
2.072,0.080365,1.95,2.17
2.084,0.078601,1.95,2.17
2.107,0.057015,1.99,2.17
2.105,0.05591,2,2.17
2.1,0.052477,2,2.17
2.103,0.054478,2,2.18
2.099,0.048572,2,2.17
2.095,0.04552,2.02,2.17
2.098,0.050256,2.02,2.19
2.095,0.047747,2,2.17
2.103,0.046624,2,2.17
2.102,0.044318,2,2.17
2.182,0.055542,2.08,2.27
2.183,0.052257,2.08,2.27
2.18,0.049184,2.08,2.27
2.178,0.048622,2.08,2.27
2.184,0.041058,2.1,2.27
2.281,0.04111,2.17,2.36
2.364,0.057463,2.23,2.45
2.327,0.046789,2.23,2.42
2.314,0.038256,2.23,2.39
2.304,0.039725,2.22,2.38
2.299,0.042576,2.22,2.38
2.303,0.041242,2.22,2.38
2.304,0.037656,2.22,2.38
2.297,0.042762,2.19,2.38
2.292,0.041487,2.19,2.38
2.28,0.039766,2.19,2.38
2.265,0.03815,2.19,2.34
2.226,0.040935,2.11,2.3
2.177,0.04651,2.09,2.28
2.153,0.040903,2.09,2.24
2.13,0.045173,2.06,2.24
2.11,0.046428,2.06,2.24
2.223,0.028938,2.17,2.34
2.219,0.020609,2.17,2.27
2.206,0.027263,2.14,2.24
2.237,0.053462,2.14,2.34
2.243,0.051947,2.14,2.3
2.233,0.042915,2.14,2.3
2.219,0.059338,2.13,2.39
2.182,0.038341,2.11,2.3
2.184,0.036961,2.11,2.3
2.191,0.042281,2.13,2.3
2.2,0.039109,2.14,2.3
2.209,0.049203,2.12,2.33
2.2,0.036361,2.12,2.3
2.199,0.038039,2.12,2.3
2.169,0.055224,2.05,2.3
2.189,0.045941,2.1,2.3
2.191,0.03671,2.12,2.3
2.184,0.039472,2.12,2.3
2.177,0.038955,2.09,2.3
2.177,0.039572,2.09,2.3
2.295,0.054466,2.15,2.35
2.303,0.041794,2.22,2.37
2.303,0.038207,2.22,2.35
2.528,0.0606,2.34,2.599
2.524,0.057109,2.4,2.599
2.523,0.04601,2.42,2.59
2.519,0.045317,2.42,2.59
2.521,0.044624,2.42,2.59
2.521,0.044604,2.42,2.59
2.508,0.04081,2.42,2.56
2.497,0.036686,2.42,2.56
2.492,0.033062,2.42,2.56
2.492,0.031237,2.42,2.56
2.494,0.032494,2.44,2.579
2.486,0.028881,2.41,2.539
2.486,0.028881,2.41,2.539
2.485,0.02891,2.41,2.539
2.485,0.028364,2.41,2.539
2.474,0.024791,2.41,2.519
2.474,0.024909,2.41,2.519
2.536,0.055589,2.41,2.599
2.533,0.053709,2.41,2.599
2.515,0.053388,2.38,2.599
2.515,0.053747,2.38,2.599
2.518,0.049416,2.44,2.599
2.506,0.050137,2.419,2.599
2.493,0.048476,2.379,2.599
2.499,0.043784,2.419,2.599
2.629,0.059983,2.48,2.699
2.63,0.057598,2.48,2.699
2.63,0.057598,2.48,2.699
2.63,0.057598,2.48,2.699
2.629,0.057912,2.467,2.699
2.627,0.05626,2.467,2.699
2.627,0.05626,2.467,2.699
2.627,0.05626,2.467,2.699
2.626,0.05653,2.467,2.699
2.627,0.05669,2.467,2.699
2.626,0.05653,2.467,2.699
2.607,0.06039,2.46,2.699
2.585,0.075765,2.419,2.67
2.577,0.078433,2.419,2.67
2.55,0.088174,2.389,2.699
2.548,0.09445,2.389,2.699
2.612,0.081725,2.389,2.699
2.551,0.12008,2.3,2.699
2.463,0.074766,2.299,2.599
2.475,0.091058,2.296,2.65
2.613,0.063639,2.45,2.699
2.637,0.034545,2.586,2.699
2.632,0.036342,2.55,2.699
2.532,0.11069,2.38,2.69
2.692,0.081622,2.529,2.799
2.712,0.082682,2.529,2.799
2.719,0.078323,2.529,2.799
2.716,0.077146,2.529,2.799
2.724,0.060102,2.55,2.799
2.723,0.054756,2.6,2.799
2.719,0.05906,2.59,2.799
2.711,0.057764,2.588,2.799
2.696,0.083922,2.45,2.799
2.708,0.052767,2.59,2.799
2.711,0.048522,2.59,2.799
2.671,0.048999,2.59,2.75
2.651,0.045193,2.57,2.75
2.629,0.041521,2.51,2.699
2.532,0.1123,2.26,2.69
2.494,0.09796,2.21,2.69
2.499,0.080579,2.25,2.69
2.492,0.048926,2.42,2.599
2.487,0.053706,2.38,2.599
2.487,0.052042,2.38,2.599
2.53,0.051661,2.38,2.599
2.531,0.057561,2.389,2.599
2.529,0.063014,2.39,2.599
2.535,0.049815,2.449,2.599
2.528,0.046502,2.449,2.599
2.525,0.047944,2.442,2.599
2.527,0.049914,2.419,2.599
2.52,0.055294,2.419,2.599
2.485,0.062003,2.35,2.59
2.489,0.058021,2.38,2.59
2.613,0.093939,2.419,2.699
2.614,0.088381,2.419,2.699
2.575,0.10186,2.299,2.69
2.574,0.098503,2.38,2.69
2.534,0.12414,2.15,2.69
2.53,0.073301,2.419,2.68
2.524,0.076308,2.38,2.68
2.523,0.074719,2.38,2.68
2.548,0.098465,2.38,2.69
2.55,0.099017,2.38,2.69
2.458,0.073062,2.35,2.599
2.483,0.10556,2.34,2.68
2.504,0.11069,2.29,2.68
2.547,0.098454,2.38,2.68
2.434,0.11561,2.19,2.68
2.369,0.12452,2.19,2.68
2.499,0.10889,2.14,2.59
2.512,0.049702,2.429,2.59
2.497,0.046434,2.39,2.59
2.503,0.053233,2.39,2.59
2.469,0.04799,2.39,2.59
2.421,0.10406,2.22,2.55
2.437,0.11679,2.22,2.58
2.412,0.12389,2.22,2.58
2.432,0.11628,2.22,2.58
2.432,0.11288,2.22,2.57
2.404,0.12719,2.19,2.57
2.41,0.11691,2.18,2.55
2.426,0.078533,2.29,2.55
2.413,0.086958,2.26,2.55
2.405,0.095488,2.25,2.55
2.531,0.064962,2.39,2.59
2.543,0.039541,2.49,2.59
2.549,0.039455,2.49,2.599
2.55,0.038456,2.49,2.599
2.549,0.039455,2.49,2.599
2.549,0.039455,2.49,2.599
2.55,0.041952,2.49,2.629
2.604,0.080281,2.49,2.69
2.604,0.080412,2.49,2.69
2.6,0.077847,2.49,2.69
2.604,0.080497,2.49,2.699
2.553,0.11516,2.35,2.699
2.615,0.085354,2.49,2.699
2.523,0.12592,2.35,2.699
2.402,0.13815,2.25,2.699
2.355,0.15058,2.15,2.699
2.36,0.14459,2.18,2.699
2.545,0.064352,2.389,2.699
2.458,0.089955,2.35,2.699
2.459,0.090436,2.35,2.699
2.576,0.038756,2.5,2.699
2.575,0.040297,2.499,2.699
2.575,0.040297,2.499,2.699
2.565,0.042768,2.499,2.699
2.559,0.044127,2.499,2.699
2.554,0.044931,2.49,2.699
2.552,0.04553,2.499,2.699
2.518,0.086264,2.35,2.699
2.447,0.12504,2.29,2.699
2.494,0.10037,2.29,2.699
2.57,0.044032,2.49,2.699
2.564,0.051298,2.45,2.699
2.542,0.064213,2.45,2.699
2.542,0.064213,2.45,2.699
2.538,0.064361,2.45,2.699
2.522,0.06115,2.45,2.699
2.521,0.059514,2.45,2.699
2.593,0.057333,2.499,2.699
2.525,0.090703,2.39,2.69
2.446,0.079672,2.35,2.64
2.422,0.083626,2.25,2.59
2.62,0.078953,2.44,2.69
2.648,0.050011,2.49,2.69
2.654,0.029925,2.59,2.69
2.643,0.036943,2.58,2.69
2.642,0.039197,2.57,2.69
2.632,0.042721,2.57,2.69
2.635,0.045354,2.57,2.69
2.646,0.040204,2.57,2.69
2.646,0.040204,2.57,2.69
2.641,0.040969,2.57,2.69
2.628,0.040812,2.57,2.69
2.638,0.04218,2.57,2.69
2.644,0.040311,2.57,2.69
2.654,0.034118,2.59,2.69
2.654,0.034118,2.59,2.69
2.655,0.031743,2.59,2.69
2.641,0.040476,2.57,2.69
2.66,0.024414,2.6,2.69
2.572,0.11543,2.35,2.69
2.614,0.053782,2.54,2.69
2.614,0.053239,2.54,2.69
2.591,0.071909,2.45,2.69
2.586,0.069826,2.45,2.67
2.586,0.071318,2.45,2.67
2.504,0.13143,2.27,2.67
2.635,0.056885,2.43,2.69
2.642,0.03396,2.55,2.67
2.582,0.097969,2.42,2.67
2.528,0.095951,2.39,2.67
2.436,0.078705,2.27,2.609
2.652,0.066098,2.39,2.69
2.662,0.025368,2.59,2.69
2.624,0.03066,2.55,2.67
2.625,0.029802,2.55,2.66
2.598,0.026575,2.55,2.66
2.62,0.033972,2.55,2.66
2.612,0.02877,2.55,2.66
2.617,0.031164,2.55,2.66
2.588,0.033213,2.55,2.659
2.527,0.052494,2.42,2.659
2.438,0.10031,2.25,2.69
2.627,0.090702,2.35,2.699
2.623,0.074196,2.45,2.699
2.611,0.062737,2.45,2.699
2.586,0.057429,2.45,2.699
2.56,0.095325,2.34,2.699
2.538,0.12891,2.25,2.699
2.586,0.039286,2.55,2.699
2.578,0.032707,2.54,2.699
2.578,0.031806,2.559,2.699
2.576,0.032059,2.56,2.699
2.577,0.032004,2.559,2.699
2.576,0.032059,2.56,2.699
2.58,0.040238,2.53,2.69
2.433,0.039002,2.35,2.499
2.412,0.036267,2.35,2.459
2.383,0.087904,2.29,2.66
2.592,0.13063,2.299,2.69
2.568,0.068517,2.48,2.747
2.569,0.019646,2.54,2.599
2.489,0.015816,2.46,2.53
2.65,0.072218,2.44,2.69
2.644,0.039213,2.58,2.69
2.614,0.069807,2.44,2.69
2.567,0.1309,2.29,2.69
2.535,0.094284,2.41,2.66
2.574,0.14415,2.26,2.69
2.415,0.078485,2.329,2.59
2.478,0.14291,2.349,2.69
2.655,0.040632,2.58,2.69
2.478,0.14291,2.349,2.69
2.663,0.037695,2.58,2.69
2.671,0.017744,2.65,2.69
2.669,0.04178,2.56,2.69
2.671,0.017744,2.65,2.69
2.676,0.024592,2.59,2.69
2.671,0.018489,2.65,2.69
2.661,0.013002,2.65,2.69
2.666,0.019383,2.63,2.69
2.672,0.022114,2.63,2.69
2.666,0.019383,2.63,2.69
2.666,0.035844,2.56,2.69
2.673,0.022393,2.6,2.69
2.676,0.0151,2.66,2.69
2.676,0.018021,2.64,2.69
2.687,0.0091287,2.66,2.69
2.687,0.0091287,2.66,2.69
2.687,0.0083095,2.66,2.69
2.67,0.02429,2.63,2.69
2.67,0.020248,2.63,2.69
2.671,0.023432,2.63,2.69
2.663,0.024766,2.61,2.69
2.67,0.02061,2.63,2.69
2.674,0.023361,2.63,2.69
2.673,0.019785,2.63,2.69
2.674,0.018021,2.64,2.69
2.666,0.023146,2.59,2.69
2.669,0.021044,2.61,2.69
2.671,0.021044,2.61,2.69
2.672,0.01758,2.65,2.69
2.672,0.015781,2.65,2.69
2.673,0.021247,2.61,2.69
2.664,0.024794,2.6,2.69
2.668,0.026628,2.6,2.69
2.67,0.015492,2.65,2.69
2.67,0.021951,2.61,2.699
2.671,0.015901,2.65,2.69
2.672,0.019976,2.62,2.69
2.672,0.015781,2.65,2.69
2.674,0.020038,2.64,2.699
2.674,0.016528,2.65,2.699
2.671,0.01931,2.63,2.69
2.681,0.041628,2.65,2.85
2.674,0.021499,2.63,2.699
2.669,0.018487,2.64,2.699
2.671,0.023584,2.62,2.699
2.675,0.016006,2.65,2.69
2.67,0.022958,2.62,2.699
2.674,0.015961,2.65,2.69
2.67,0.022958,2.62,2.699
2.674,0.015961,2.65,2.69
2.683,0.045274,2.63,2.86
2.674,0.016528,2.65,2.699
2.667,0.022112,2.62,2.699
2.671,0.017206,2.639,2.69
2.669,0.024957,2.6,2.69
2.671,0.01758,2.64,2.69
2.67,0.024794,2.62,2.69
2.672,0.018606,2.64,2.69
2.735,0.057586,2.62,2.79
2.77,0.021558,2.73,2.79
2.777,0.01775,2.73,2.79
2.775,0.014703,2.76,2.79
2.776,0.018048,2.73,2.79
2.775,0.014703,2.76,2.79
2.88,0.099448,2.76,2.99
2.95,0.057359,2.79,2.99
2.895,0.057499,2.85,2.99
2.842,0.01758,2.82,2.88
2.832,0.026783,2.749,2.85
2.836,0.021525,2.78,2.88
2.741,0.080201,2.64,2.859
2.675,0.018365,2.64,2.699
2.673,0.020587,2.63,2.699
2.668,0.026415,2.6,2.699
2.667,0.018729,2.63,2.699
2.661,0.02203,2.63,2.699
2.666,0.018196,2.63,2.69
2.662,0.021281,2.63,2.69
2.662,0.017632,2.63,2.69
2.671,0.035769,2.63,2.75
2.658,0.024974,2.62,2.72
2.648,0.042361,2.59,2.73
2.662,0.068475,2.55,2.75
2.696,0.063359,2.55,2.75
2.657,0.066487,2.59,2.759
2.607,0.059771,2.55,2.759
2.581,0.061869,2.39,2.759
2.599,0.043859,2.55,2.759
2.594,0.032597,2.549,2.66
2.583,0.035957,2.52,2.659
2.601,0.045449,2.55,2.759
2.59,0.050182,2.55,2.76
2.589,0.033761,2.55,2.659
2.583,0.030461,2.55,2.629
2.598,0.048148,2.55,2.759
2.604,0.034681,2.55,2.66
2.65,0.04236,2.55,2.699
2.66,0.031548,2.559,2.699
2.664,0.021973,2.629,2.699
2.656,0.03039,2.559,2.699
2.666,0.025468,2.6,2.699
2.652,0.029886,2.569,2.699
2.663,0.025203,2.6,2.699
2.656,0.02982,2.569,2.699
2.659,0.026977,2.6,2.69
2.654,0.03207,2.569,2.699
2.659,0.031964,2.6,2.699
2.647,0.033714,2.569,2.699
2.657,0.030757,2.6,2.69
2.646,0.029687,2.569,2.69
2.648,0.034838,2.569,2.69
2.643,0.027743,2.569,2.69
2.657,0.02777,2.6,2.699
2.643,0.028472,2.569,2.69
2.65,0.027262,2.6,2.699
2.655,0.061226,2.579,2.89
2.647,0.032732,2.579,2.69
2.639,0.025877,2.579,2.69
2.648,0.028224,2.59,2.69
2.642,0.028081,2.579,2.69
2.652,0.035584,2.59,2.699
2.649,0.033876,2.579,2.699
2.653,0.033551,2.59,2.699
2.642,0.033343,2.59,2.69
2.651,0.034553,2.59,2.699
2.645,0.034678,2.59,2.699
2.648,0.039171,2.59,2.76
2.647,0.032398,2.59,2.692
2.647,0.030057,2.59,2.69
2.638,0.028966,2.599,2.69
2.627,0.035531,2.57,2.69
2.624,0.034048,2.59,2.69
2.61,0.02859,2.58,2.69
2.618,0.035102,2.56,2.69
2.605,0.030937,2.57,2.69
2.598,0.028732,2.55,2.65
2.607,0.037962,2.559,2.699
2.61,0.059509,2.39,2.69
2.632,0.070533,2.39,2.699
2.639,0.039743,2.579,2.699
2.652,0.073919,2.57,2.899
2.647,0.071461,2.579,2.899
2.639,0.047932,2.57,2.699
2.631,0.043813,2.579,2.699
2.644,0.074137,2.569,2.889
2.637,0.045434,2.569,2.699
2.639,0.052817,2.569,2.699
2.635,0.047877,2.569,2.699
2.641,0.054864,2.549,2.699
2.645,0.041186,2.57,2.699
2.657,0.039782,2.59,2.699
2.657,0.032636,2.599,2.699
2.687,0.057335,2.62,2.786
2.687,0.056945,2.62,2.786
2.687,0.057031,2.62,2.786
